strength,decision,certified_safe,target_safe,source_sufficient,target_loss_ucb95,source_reduction_lcb95,validation_target_balanced_accuracy,validation_target_lcb,validation_target_ucb,validation_source_leakage_balanced_accuracy,validation_source_leakage_lcb,validation_source_leakage_ucb,external_target_balanced_accuracy,external_worst_target_source_accuracy,external_source_leakage_balanced_accuracy
0.0,ABSTAIN,False,True,False,0.01922799668893327,0.0,0.8973533116873231,0.8877393133428564,0.9069673100317897,0.8491882658360984,0.8341581161264795,0.8642184155457173,0.8905048557387072,0.8465445481693983,
0.1,,False,True,False,0.019213316712421213,0.0,0.8973679916638351,0.8877539933193684,0.9069819900083017,0.8492122838976808,0.8341821341880618,0.8642424336072996,0.8905048557387072,0.8465445481693983,
0.2,,False,True,False,0.019198636735909158,0.0,0.8973826716403471,0.8877686732958805,0.9069966699848138,0.8492122838976808,0.8341821341880618,0.8642424336072996,0.8905048557387072,0.84652103369624,
0.35,,False,True,False,0.019198636735909158,0.0,0.8973826716403471,0.8877686732958805,0.9069966699848138,0.8492202899182082,0.8341901402085892,0.864250439627827,0.8905048557387072,0.84652103369624,
0.5,,False,True,False,0.019198636735909158,0.0,0.8973826716403471,0.8877686732958805,0.9069966699848138,0.8492122838976808,0.8341821341880618,0.8642424336072996,0.8905166129752863,0.8465445481693983,
0.75,,False,True,False,0.019154450023675662,0.0,0.8974268583525806,0.887812860008114,0.9070408566970473,0.8492794526917614,0.8342493029821425,0.8643096024013803,0.8905048557387072,0.8465915771157148,
1.0,,False,True,False,0.018571949716285285,0.0,0.8980093586599709,0.8883953603155044,0.9076233570044376,0.8523388713249979,0.837308721615379,0.8673690210346168,0.8912690761163496,0.8487313941731136,
